@relation data
@attribute UF {'Rondonia', 'Roraima', 'Amapa', 'Tocantins', 'Distrito Federal'}
@attribute V1022 {'Urbana', 'Rural'}
@attribute V2001 {5, 1, 6, 3, 4, 2, 8, 9, 13, 7, 11, 12, 10, 19}
@attribute V2010 {'Parda', 'Branca', 'Preta', 'Indigena', 'Amarela'}
@attribute V3001 {'Sim', 'Nao'}
@attribute V4001 {'Sim', 'Nao'}
@attribute V4025 {'Nao', 'Sim'}
@attribute V4029 {'Sim', 'Nao'}

@data
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,?,?,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,2,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,?,?,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,3,Branca,?,?,?,?
"Distrito Federal",Urbana,3,Preta,Nao,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Nao,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Nao,?,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Sim,Nao
"Distrito Federal",Urbana,2,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,?,?,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,Sim,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,6,Parda,?,?,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Sim,Sim
"Distrito Federal",Urbana,3,Branca,Sim,?,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,Nao,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Nao,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Preta,Nao,?,?,?
"Distrito Federal",Urbana,4,Preta,Nao,Nao,?,?
"Distrito Federal",Urbana,1,Preta,Nao,Sim,Nao,Nao
"Distrito Federal",Urbana,1,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Branca,Sim,Sim,?,Nao
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Preta,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Branca,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Branca,Nao,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,6,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,?,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Nao,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,6,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Nao,?,?,?
"Distrito Federal",Urbana,2,Amarela,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,?,?,?,?
"Distrito Federal",Urbana,2,Branca,Nao,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Nao,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Sim,?,Nao
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,?,?,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Sim,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Preta,Sim,Sim,Nao,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,2,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Nao,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,?,?,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Branca,Sim,Sim,?,Nao
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,?,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,5,Branca,?,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Nao,?,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,Nao
"Distrito Federal",Urbana,4,Parda,Nao,?,?,?
"Distrito Federal",Urbana,4,Parda,?,?,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,Nao,Sim
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Nao,Nao,Sim
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Nao,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,?,Sim
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Nao,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,Sim,Nao
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,Sim
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Nao,?,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,4,Parda,Sim,?,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,Sim,?
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Parda,Nao,?,?,?
"Distrito Federal",Urbana,2,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Branca,Sim,Sim,Nao,?
"Distrito Federal",Urbana,4,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Branca,?,?,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Nao,?,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Sim,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Sim,Nao
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,1,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,2,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,4,Branca,Sim,?,?,?
"Distrito Federal",Urbana,4,Branca,Sim,?,?,?
"Distrito Federal",Urbana,4,Branca,?,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,2,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,?,?,?
"Distrito Federal",Urbana,5,Branca,?,?,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,?,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Nao,?,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,Sim,Nao
"Distrito Federal",Urbana,6,Indigena,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Branca,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,6,Parda,Sim,?,?,?
"Distrito Federal",Urbana,1,Parda,Sim,Sim,Nao,Nao
"Distrito Federal",Urbana,5,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,5,Preta,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Preta,Sim,?,?,?
"Distrito Federal",Urbana,5,Branca,Nao,?,?,?
"Distrito Federal",Urbana,5,Branca,?,?,?,?
"Distrito Federal",Urbana,2,Parda,Sim,Sim,?,Nao
"Distrito Federal",Urbana,2,Parda,Sim,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Preta,Sim,Sim,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Sim,Sim
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,Sim
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,?,?,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Branca,Sim,Sim,Nao,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,6,Parda,Sim,Sim,Sim,Nao
"Distrito Federal",Urbana,6,Branca,?,?,?,?
"Distrito Federal",Urbana,6,Branca,?,?,?,?
"Distrito Federal",Urbana,4,Branca,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,4,Parda,Sim,Nao,Sim,?
"Distrito Federal",Urbana,5,Parda,Sim,Sim,Nao,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,?,?,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,5,Parda,Sim,Nao,?,?
"Distrito Federal",Urbana,3,Parda,Sim,Nao,?,?
